sentence,label
Chevonne takes out her filofax and keys in the numbers to open sesame and get us in,Metaphor
No sooner does one learn to avoid one station than another goes on the blink.,Metaphor
she 'd better go and set the ball rolling,Metaphor
Charlie was pure as the driven snow-,Simile
"A ginger group, United Shareholders Association, plans this month to start soliciting",Metaphor
"We knew it, and so we began to sweat bullets.",Metaphor
you get a bun in the oven before Pitt and Anistons divorce decree,Metaphor
present the law as if everything was completely cut and dried,Metaphor
Even if our monetary system does n't go belly up,Euphemism
they are taking a busman 's holiday,Metaphor
"Papa Riley, a former leader of the travellers who went to pieces when his beloved wife died in childbirth",Metaphor
All you have to do is to go with the flow of events,Metaphor
"he did n't want to be interviewed by the press, so he simply closed up, lock, stock and barrel",Metaphor
the French have n't put a foot wrong,Metaphor
She can talk the hind leg off a donkey,Hyperbole
Is Edmund pushing up the daisies ?,Euphemism
they both told her she shut her eyes to things she did n't like,Metaphor
we must get off our high horse,Metaphor
Such led greens to suspect that they had been in cahoots,Metaphor
Collocations like curry favour,Metaphor
they are throwing money down the drain,Euphemism
Children often begin by smiling but end in tears,Metaphor
"Mary 's funny alright. Yeah, she 's a laugh a minute",Metaphor
That would light a fire under the Campaign for an English Parliament,Metaphor
It 's just modernity with bells on,Metaphor
"Money talks, but is deaf",Personification
The family poured cold water on the fire to put it out.,Literal
It looks now as if the boot is on the other foot.,Metaphor
"It might be useful.""No sweat,""said Gloria casually",Metaphor
"if that means blood on the carpet, then so be it.",Hyperbole
In the U.S. we had to tighten our belt.,Metaphor
touch base with,Metaphor
Lady Luck,Personification
So you 're out on a limb,Metaphor
All I know is that it tasted like nothing on earth ever tasted before,Metaphor
so successful that the BBC have jumped on the bandwagon,Metaphor
give him the elbow,Euphemism
calls from them tended to fall on deaf ears,Metaphor
"lets have his name plastered all over the internet, dish the dirt, who cares ?",Metaphor
"It was a tradition in the Stavanger family to keep, through thick and thin, enough money to buy a new ship",Metaphor
He falls into working for a sinister entrepreneur who orders Joshua to put the frighteners on a late paying customer,Metaphor
To lose a contest because you run out of gas in the fourth quarter is unforgivable,Metaphor
He 'd been sailing close to the wind for years and everything was just about to blow up in his face,Metaphor
Those kids should n't rest on their laurels,Metaphor
he also wanted to take to his heels,Metaphor
if I blow the gaff on Cedarcrantz,Metaphor
they are truly a cut above the average,Metaphor
They were only clutching at straws.,Metaphor
Watching golf for me is like watching paint dry,Simile
They are all cold-pressed virgin oils and should be kept in the dark and refrigerated,Literal
Here was the nation 's party in full swing,Metaphor
Inspiration hit me like a bolt from the blue on the way home.,Metaphor
she did n't steal the show from him by any means,Metaphor
I was being waited on hand and foot,Metaphor
he has set himself up to do the dirty on the community he came from,Metaphor
This whole thing is pathetic -- it could take the shine off one of the highlights of Kylie 's career.,Metaphor
The majority preferred to believe the picturesque stories passed down by parents as the gospel truth,Metaphor
"Since the 1970s there has been a movement to bring art into hospitals, to sugar the pill.",Metaphor
he hoped between the three of us we might make head or tail of it,Metaphor
"Yes, he and Molly certainly seemed to hit it off well",Metaphor
we were determined to have a go,Metaphor
"Time on your hands ? ' He smiled. ' Not really, I was just enjoying the view",Metaphor
Will you make a habit of running your galleys on the rocks,Euphemism
He wo n't have a go if you have a bad game,Metaphor
Hold your horses. Was Hilary a boarder ?,Metaphor
"Though it do n't show, he 's as clean as a new pin.",Simile
"Jazz is what one must be TRUE to, come hell or high water",Metaphor
She has a hard act to follow,Metaphor
feast your eyes on the delicious new edition,Metaphor
I begin to worry that when my turn comes to drive I 'll make a hash of things,Euphemism
The muscles in your jaw tighten and you end up biting your tongue.,Literal
the accident was due to a fault in the process,Literal
"America 's going to be a hard nut to crack, though",Metaphor
Some of the nurses found it a nice little earner,Metaphor
a far cry from 1940,Metaphor
"That, she thought, will be the moment of truth",Metaphor
the forgotten nooks and crannies of the American dream,Metaphor
I felt fine afterwards and by Thursday was climbing the walls,Euphemism
A period of literally climbing the walls,Euphemism
"if you took on a reasonable role in leading courses, and if you did n't blot your copybook by having a disciplinary charge levelled against you",Euphemism
The sun made the buttes of mid-town Manhattan shine like fool 's gold,Metaphor
Scientific batsmanship goes by the board,Metaphor
Wildski lets it go to his head,Metaphor
People living near the site say it was an accident waiting to happen,Metaphor
Pitman 's strapping gelding is a class act when right,Metaphor
pay back golden handshake payments made to streamline the council 's management,Metaphor
items to go under the hammer at a charity auction,Metaphor
I do n't play second fiddle to anyone,Euphemism
whether Darwin is still TRUE in this day and age or not.,Metaphor
We could easily quite often sit on the fence,Metaphor
I would n't wish to cross swords with her,Euphemism
They must muddle through in a fog of grumble and contempt,Metaphor
he found a clean sheet of paper and began once more to write,Literal
Would it so break the mould of British politics on Thursday,Metaphor
top gun,Metaphor
it looked as if it had seen better days,Euphemism
"give or take a few, about say five percent",Metaphor
car makers will tell you they have similar projects on the drawing board,Metaphor
this is something I can do with my eyes shut,Metaphor
"After all, as every good conman knows, there 's one born every minute.",Euphemism
The choice that is left is to go through the motions,Metaphor
It had only been a shot in the dark,Metaphor
"They want to move the whole competition -- lock, stock and barrel",Metaphor
The comparison with a Pashley Moulton fx8 is particularly interesting - apples and oranges.,Metaphor
I was bringing coals to Newcastle,Euphemism
So Shaun got to hold court,Metaphor
it is absolutely essential that they should be obeyed to the letter,Metaphor
"Obviously there was a future in this business, they 'd hit a nerve somewhere.",Metaphor
He would jump at the chance of someone filling that post,Metaphor
she ran off like the clappers,Simile
a ghosted autobiography that will cost some newspaper a king 's ransom,Metaphor
Foo was perceived as the new kid on the block,Metaphor
With this in mind Bob was a bag of nerves.,Euphemism
they are too clever by half,Euphemism
"I can offer him a position, all things being equal, in any of those companies",Metaphor
we have taken every possible precaution to make sure that it 's not a recipe for disaster,Metaphor
one who holds fast the golden mean,Metaphor
where sport is a political football,Metaphor
"If someone wants to duck and dive responsibility, so be it",Metaphor
pressure has been placed on him to hang up his boots and return to the USA,Metaphor
Only a dyed-in-the-wool swine would make you cry,Metaphor
"Fredric Jameson, approached things armed to the teeth.",Metaphor
David White and McCreery were neck and neck throughout the first 125 race,Metaphor
they grow like the clappers,Simile
his accustomed role of front-runner,Metaphor
they talk dirty to you always,Euphemism
the late man spoke with forked tongue,Euphemism
we do n't wish to pour cold water on what appears to be an imaginative set of ideas,Euphemism
it 's only a few centimeters from a kick in the pants,Metaphor
"It 's high time, it 's high time the leader of the Conservative Party learnt",Metaphor
The bag has been far and away the smallest in my lifetime,Metaphor
you have to move with the times,Metaphor
She had taken the shine off England 's new-ball attack with 62 runs.,Metaphor
"you 'd get hold of the truss and chuck it on your head, and go up the ladder like the deuce with it",Simile
one day Rhoda went off like a damp squib into eternity,Euphemism
you are determined to stick to your guns,Metaphor
The bomb blew up in his face.,Literal
you will be waited on hand and foot until you can cope for yourself,Metaphor
these days not even a king 's ransom would tempt Arry to ditch Yorkshire,Metaphor
Try to make the cut outlines as clean as possible,Literal
It feels like you 're trying to put a square peg in a round hole.,Paradox
They have been pushed from pillar to post within that area.,Euphemism
"She had no one but herself to blame if she 'd fallen hook, line and sinker in love",Metaphor
Then all hell broke loose,Metaphor
"there is a grey area, of 40 to 45 for men and 35 to 40 for women",Metaphor
Dolly had stirred up a hornets ' nest when she pinched the wallet,Euphemism
"He is also prone to jump to conclusions. So it may not, after all, have been you he saw",Metaphor
How could one ring a bell on a house door in respectable places like this ?,Literal
the games revealed he has a heart of oak,Metaphor
It appears the naughty boys were in the altogether,Euphemism
Will you suggest they take the law into their own hands ?,Metaphor
Hot on the heels of the 1991 sell-out,Metaphor
Dorothy felt quite awkward as she felt herself going red as a beetroot !,Simile
"he simply closed up, lock, stock and barrel",Metaphor
You will be glad that you do n't have to sweat the small stuff so you can really settle into the great Aussie lifestyle !,Metaphor
"A lie went against the grain, but was necessary",Metaphor
They hold no brief for the idea of an Ireland of equals,Metaphor
cock of the walk,Metaphor
hold the fort until a couple of the better players show up,Metaphor
African Americans reaching for the brass ring of National Basketball Association success,Metaphor
Ellen had to take Jed to casualty to have a cut above his eye stitched,Literal
it falls to the forensic linguist to pour cold water on them,Euphemism
Why ca n't you shut your eyes to it ?,Metaphor
Exploring the nether regions of East Sussex from cold comfort on the South Downs,Euphemism
they 're sure to take the chequered flag,Metaphor
the Soviet Union had been invited to do the honours,Metaphor
quick as a flash,Simile
The assault on Libya is all too conveniently timed to let Iran and Syria off the hook,Metaphor
Pain and nausea swept over him in waves that left him weak at the knees.,Metaphor
they had been trying to drum up support for another expedition,Metaphor
"her life 's dream in the palm of her hand, trying to turn back the clock",Metaphor
Pluralists try to have it both ways when interpreting the power significance.,Metaphor
She was all fingers and thumbs -- and worry,Euphemism
It could mean the difference between a red-letter day and an empty basket.,Metaphor
He did n't seem courageous enough to say boo to a goose.,Metaphor
they will go under the hammer at Sotherbys,Metaphor
Can you hold the fort for a minute or two ?,Metaphor
they missed out on a golden opportunity,Metaphor
I 'm snowed under by work,Metaphor
the parallel connection is far and away the faster of the two possibles,Metaphor
whose only claim to fame is that it is the birthplace of the French gastronome,Metaphor
Plant passes tests with flying colours,Metaphor
I 'm glad I 've broke the back of it.,Personification
it will turn heads,Metaphor
What had they actually done while this chicken was cooking ? Bugger all,Metaphor
close to the bone,Euphemism
"everybody 's fell for it hook, line and sinker",Metaphor
I 've become cock of the walk,Metaphor
a chip off the old block,Metaphor
Another tip is not to be afraid to jump ship,Euphemism
the Party 's footsoldiers were given four days simply to kick over the traces,Metaphor
"If I cut corners, I have something left on Saturday to go shopping with",Euphemism
"Long time no see, ' said the big man. ' Have we met ?",Metaphor
he was clearly in two minds how to resolve this dilemma,Metaphor
The finale of Unforgiven is as much a tragedy for the survivors as for those who bite the dust.,Metaphor
It 's not all plain sailing on the journey from rags to riches,Metaphor
Paddock was almost in eclipse,Metaphor
"She had to blot her copybook at the last minute like that, but we 'll forgive her - this once.",Euphemism
"To add insult to injury, Alan 's not even entitled to unemployment benefit.",Metaphor
possibly finding out that they do indeed have two left feet !,Euphemism
Ade used an example that was close to home,Metaphor
"It is possible to jump in at the deep end, buy a farm, and teach yourself, learning by your mistakes",Euphemism
It is a safe bet to assume this competition will present no problems for them,Metaphor
He aimed to break the mould of the multi-party system,Metaphor
you 're happy to burn the midnight oil,Metaphor
Once upon a time there was a man who thought he could be a dragon-master,Metaphor
"And then of course, she 's so TRUE to her cause, and so in love with nature and animals you ca n't help but soften to her, then sweat bullets with her",Metaphor
"Remember the KOs by Bonecrusher Smith, Tim Witherspoon, Mike Tyson and that saved-by-the-bell escape from Jumbo Cummings",Metaphor
someone who knows the moor inside out,Oxymoron
Financial problems cause the household to tighten their belt and also sell off some of the family assets,Metaphor
Some people fight shy of taking out a Personal Loan,Metaphor
Confidence men always have an eye for extra exits,Metaphor
You have to be cruel to be kind is what your parents say,Paradox
It might well make me a better writer in the long run,Metaphor
efforts in Moscow to divide and rule by setting them against each other,Metaphor
no longer to play second fiddle to the historical parts and the library,Euphemism
They said I was as white as a sheet and I was n't breathing,Simile
But surgeons were forced to call it a day because they could n't find the right tools for the job.,Metaphor
Eden had fought a losing battle in British politics,Metaphor
They usually ring a bell at the school,Literal
The Fed and the Treasury are again at cross purposes,Metaphor
those fans have suffered the frustration of supporting the team through thick and thin,Metaphor
"when the chips are down, the power of the drug companies was simply more compelling than any appeal to the public welfare",Metaphor
John may be pushing up the daisies,Euphemism
is n't it time to cut your losses ?,Metaphor
she 'd thought Rory was trying to keep her in the dark about such a momentous event,Metaphor
They are reflexes built into the system from the word go,Metaphor
his John Turner-sponsored machine proved reluctant to chime in,Metaphor
eager beaver,Metaphor
I suppose he always was too clever by half,Euphemism
the declaration is not worth the paper it is written on,Metaphor
she crept out of her bed in the dead of night,Metaphor
To suggest that a re-reading is the only option open to us is a counsel of despair,Metaphor
First Leisure 's approach to Milton Keynes Borough Council drew a blank,Euphemism
This clever piece of satire had no effect and must have fallen like water off a duck 's back,Simile
turn heads,Metaphor
the pool had a dead duck,Literal
She can be as sweet as pie,Simile
The poor could try to put off the evil day,Metaphor
the stroke of the king of terrors took him away,Personification
Tracey Emin in the buff,Euphemism
gospel truth,Metaphor
Utd have shown they are in a league of their own for obtaining results when they matter.,Metaphor
"Skim-reading is fine if you are hoping only to get the""gist""rather than the finer points of a piece",Metaphor
"Imagine that despite your hard work, one day the bottom falls out of your market and you are unable to continue.",Euphemism
"One of them was a sporting scene and had""saved by the bell""depicted",Metaphor
we are saved by the bell,Personification
Tayo had put the frighteners on a Horncastle defender,Metaphor
is something eating you up ?,Metaphor
give up the ghost,Euphemism
A fragmented system can require clients to jump through hoops to get the service they need,Metaphor
she ran the show always,Metaphor
"Go for the burn, boys, go for the burn",Metaphor
It is clear from this example that can cut both ways,Metaphor
encourage the winger to have a go for the corner,Metaphor
I may have all the faith needed to move mountains,Metaphor
"At the end of the day, she should be satisfied with her undertaking",Metaphor
sweet tooth,Metaphor
"Do what you want, but keep your nose clean",Metaphor
"The po-faced statements issued by the Foreign Office that""the matter is under careful consideration""and the like are revealed as hot air",Metaphor
he should play second fiddle to his better half,Metaphor
who can already speak French and knows the Highway Code by heart,Metaphor
be rooshin ' on deck like a bull in a china shop ?,Simile
Babies do n't grow on trees,Metaphor
the producer 's dubious deals had just blown up in his face.,Metaphor
Lyons was in top form and went on to take the chequered flag for the second year running,Metaphor
the mouse was designed to fit like a glove,Simile
"Nicholson, whose career is on the crest of a wave at present",Metaphor
Bob Hex tells why he 's glad to go Dutch,Metaphor
I wish you could have seen those first two lepidopteral visitors. They made my day,Metaphor
Her face as red as a beetroot.,Simile
you can drop your guard and forget how difficult it was to give up smoking,Metaphor
their products and services have certainly hit the right note with our readers,Metaphor
Ellen took Jed to casualty to have a cut above his eye stitched,Literal
You need one to hold the ferret securely while the other ties the knot,Literal
We are raining cats and dogs in here,Metaphor
The housing crisis took the shine off first-time figures.,Metaphor
they have n't taken drugs for donkey 's years,Metaphor
If you spend part of your working day on the move. Time is money and staying in touch is essential.,Metaphor
he was beneath her dignity,Metaphor
This is the fast and furious world of grasstrack racing,Metaphor
Would it be helpful for someone to come in and give a hand with tidying up ?,Metaphor
one on which you can again get your hands dirty,Metaphor
those children are as fresh as a daisy,Simile
Ladies of easy virtue were shown as quite delightful young people,Euphemism
We can do this back and forth til hell freezes over,Metaphor
sing your heart out in the fun-filled karaoke room,Metaphor
The women 's competition was a two horse race between last year 's winners,Metaphor
"If you intend to stay on for a PhD, you can attend them later. Otherwise, you 'll spread yourself too thin.",Metaphor
landmarks were clear in his mind 's eye,Personification
"In group coding environments, having a common ordering cypher saves time. Time is money",Metaphor
The full survey will ensure every nook and cranny is inspected,Metaphor
it 's essential to learn the ropes first from a qualified sailing instructor,Metaphor
over the moon,Metaphor
Analysis of bones from this desert variety shows remarkable similarity to the bone assemblage from Sweden,Literal
Some dealers tried to convey the FALSE impression that the two markets were in cahoots,Metaphor
the top gun day or weekend of your life,Metaphor
everybody 's getting a fair crack of the whip,Metaphor
he felt he was like a fish out of water,Simile
He arrived late. Things were in full swing,Metaphor
I was about to go bonkers,Metaphor
"It were n't the way everyone said and thought it was, not by a long chalk",Metaphor
I want to thank you from the bottom of my heart for all you 've done for me,Metaphor
extension is a great way to make a contribution to the project and to get your feet wet with the code base,Metaphor
he refused to take up the cudgels of such a battle,Metaphor
grand prix circus is getting ready to hit the road for another season,Metaphor
Fox push Oakley to push the envelope again,Metaphor
you will need at least 3 attempts if you follow your nose and employ trial and error,Metaphor
they decided to go for broke,Euphemism
he spurred his hack forward at a canter,Metaphor
Public servants are often running on empty,Metaphor
they are not there to steal the show,Metaphor
It was hot and heavy work,Metaphor
"he replied, with a grin like a Cheshire cat",Simile
The Church of England is no longer the only game in town,Metaphor
This whole experience had been so fast and furious for me,Metaphor
Apparitions of Melody will blow the doors off.,Metaphor
she was singing a dismal sort of bass which made her fly off the handle,Euphemism
"Is this the origin of the phrase""as thick as thieves""?",Simile
End is the last word of the sentence,Literal
if you 're having a change of heart,Metaphor
it made his father to jump ship and seek a new life,Euphemism
he described him as having a heart of oak,Metaphor
she 'd never get her hands dirty helping in a kitchen,Metaphor
We 'll let bygones be bygones,Metaphor
to chat and play games with the children,Literal
"Look here, boy, I was n't wet behind the ears",Euphemism
Nick Matthew admitted that he was running on empty,Metaphor
Constance cycled home from the Hall with her head in the clouds and her imagination fired,Euphemism
Let him save his breath,Metaphor
a shrewd politician who was able to mend fences,Metaphor
with the ability to turn up the heat in an instant during a negotiation,Metaphor
We surely did n't take it lying down,Metaphor
There was a pregnant pause,Personification
The temptation is to jump to conclusions without arriving at them via a review,Metaphor
Dr Seuss explores the pitfalls of growing too big for your boots,Metaphor
You know bugger all,Metaphor
it showed them in the first flush of romance,Metaphor
"Tottenham are in the box seat, retaining a four-point advantage",Metaphor
"as a crowning glory, end the meal with fruity Tangerine Chartreuse",Metaphor
His do-or-die bid failed,Metaphor
as interest costs continue to fall in line with reduced borrowing,Metaphor
I had occasion to cross swords later,Euphemism
Geraldine Lynn hit the nail on the head,Metaphor
"So much pie in the sky, she remembered thinking later.",Metaphor
"He wrote a pamphlet which said that the Turks should clear out, bag and baggage... from the land they had so desolated and profaned.",Metaphor
Manners that have gone by the board,Metaphor
"he looks at life in the fast lane, in 1924, 1980 and now",Metaphor
"I think we made the right decision, but it is a grey area.",Metaphor
Truth had had to go by the board in the work he had been doin,Metaphor
"The suggestion that experience has a""sell-by date""is preposterous",Metaphor
Joan 's heart sank into her boots at that moment.,Euphemism
it would be easy to put him out of countenance,Metaphor
The fund will give businesses a chance to develop which might otherwise not get off the ground,Metaphor
"Things get harder the further you reach, and as you 're working against the clock there 's no sitting and thinking for too long",Metaphor
"HDS, which now has about ten sales staff, might be able to up the ante",Metaphor
"there were one or two that was a bit, got on their high horse",Metaphor
the gloves are off,Metaphor
he had her between a rock and a hard place,Metaphor
they were unaware of a hornets ' nest under the tree,Literal
in your element,Metaphor
"He squirmed uncomfortably on the damp stone, and tried to look on the bright side",Metaphor
Alix 's mother forwarded it accidentally-on-purpose to the wrong address,Oxymoron
by 1989 I was at the crossroads,Euphemism
We need a breath of fresh air in school inspections.,Metaphor
I ca n't say I go a bundle on the sound,Metaphor
she will fly off the handle without finding out all the facts,Euphemism
You could find an independent ' Approved Building Inspector ' to fight your corner,Metaphor
That was the motivation to bring home the bacon,Metaphor
we will ensure that people who commit fraud and swindles are brought to book.,Metaphor
Let me tie the knot while you hold it securely.,Literal
BT was technologically sluggish before the government put the frighteners on it,Metaphor
"Struggling peasants they 'd be for the most part, trying to keep body and soul together in difficult times",Metaphor
a blind alley,Personification
"Somebody to wait on you, hand and foot",Metaphor
Stalinism was in eclipse,Metaphor
We have covered a lot of ground,Metaphor
we ate red herring,Literal
pull the plug when the computer is off,Literal
a busted flush,Euphemism
it also ran against the grain of English history,Metaphor
if you get the balance wrong you can feed it till you go blue in the face and get nowhere,Metaphor
she was pretty down in the dumps,Metaphor
make my day,Metaphor
the book ended on a positive note in that the enemy 's group leader tried to let bygones be bygones,Metaphor
Trevor McMullan hit the jackpot from 20 yards,Metaphor
he has been driving since the year dot,Metaphor
he is a glutton for punishment,Metaphor
it has come under fire,Metaphor
his hair was silvery white and as pure as the driven snow.,Simile
alternators were thick on the ground,Metaphor
in the bag,Metaphor
You can definitely say he 's sick as a parrot.,Simile
They must be out of the ark.,Euphemism
"the Israelis and Palestinians, you know, finally kiss and make up",Metaphor
Paul was a loose cannon that the real apostles were glad to see,Metaphor
I could tell you were taken aback by my approach,Metaphor
it cuts both ways,Metaphor
who haphazardly turn up on the off-chance of being asked to make up a foursome,Metaphor
The terror suspects were tailed around the clock by surveillance teams of about a dozen officers each,Metaphor
From the bottom of my heart I thank you,Metaphor
you had the two finest wooden rackets and had no intention of following the fibreglass racket trend as it was all a flash in the pan,Metaphor
look on the bright side,Metaphor
"Keegan is ready to pull the plug on a 500,000 deal",Metaphor
"Any road, here it is, plain as a pikestaff",Simile
incase you feel your age might go against you then leave it,Literal
we had our best Southern League season and went within an ace of winning,Metaphor
"she would light a cigar and hold court in bed, giving dictation",Metaphor
there is one bad apple in the basket,Literal
I felt fine afterwards and by Thursday was climbing the walls so ordered hubby to take two days off,Euphemism
so as to curry favour,Metaphor
The state may sometimes fly in the face of the short-term economic interests of this class,Metaphor
you 're sure to leave feeling on top of the world,Metaphor
"I 'm just a laugh a minute, Moses. You should keep me around and find out",Metaphor
"Listen, you must not take it lying down",Metaphor
start off on the right foot,Metaphor
"she, Paige, had to duck and dive, in fruitless attempts",Metaphor
They vowed to fight to the bitter end to stop it.,Metaphor
Margi 's stage persona is still a larger than life version,Metaphor
he took a long shot with an arrow,Literal
let me first applaud the coupling : it works like a charm,Simile
being in trade was only admissible by the skin of his teeth,Metaphor
"If this is how the present Executive and paid officials see their role, then things have come to a pretty pass. The original purpose of the MCofS was to represent the views of the clubs",Euphemism
she spilled the milk down the drain,Literal
there are people who not only get a kick out of such activities,Metaphor
"the job 's being put on the""back burner""when more important assignments arrive",Metaphor
she should at least have a head start,Metaphor
"After the show, we went out to paint the town red",Metaphor
Recruiting outsiders is a dead duck for the moment,Metaphor
If you did n't blot your copybook by having a disciplinary charge against you.,Euphemism
It 's dog eat dog out there,Metaphor
the news of the rastrellamento spread like wildfire,Simile
"Ashour, however, continued to play his game and kept his cool",Metaphor
"You 're in her good books, said Mrs Khalid",Metaphor
Do they think we were born yesterday ?,Metaphor
"Perhaps you feel tense... or start taking short, fast breaths... or feel butterflies in your stomach",Metaphor
Lots of nice rich friends to give you commissions while you find your feet,Metaphor
In one fell swoop the authorities have made a large step towards perpetuating the quality,Metaphor
These are the sort of achievements and skills that you may have under your belt,Metaphor
Maybe I 'll see the funny side of it one day,Metaphor
You 'd be given free rein to run the show,Metaphor
He is likely to be a dab hand at indoor cooking,Metaphor
"Add the parsley, chopped tomato and saffron and turn up the heat",Literal
even in the dead of night,Metaphor
"Sam seriously injured the fellow, and was then compelled to jump ship",Metaphor
another year must pass before he would be old enough to fight - keen as mustard,Simile
she is decidedly a class act,Metaphor
I 'm not going to make a break for it,Metaphor
We must not pour cold water on horses after the exercise.,Literal
the defiantly right-on stance of the comedy circuit had been booted out by a brand of no-holds barred humour,Metaphor
"An unashamed culture vulture, she takes delight in illustrating her points",Metaphor
When the moon is in eclipse,Literal
Peter Cullen was selected to help undo the PR damage and mend fences,Metaphor
The 1987 Sunflowers tour hit the jackpot,Metaphor
I think the show was good because it covered a lot of ground,Metaphor
Guderian cut him dead outside the hut with a loud rebuke,Metaphor
"She 's as sweet as pie, said Mrs.",Simile
when I am in full flight I 'm really running high,Metaphor
"Well, we ai n't heard from Travis for a month of Sundays",Metaphor
It was happy to have a foot in both camps,Metaphor
"over my dead body, and that 's my last word",Metaphor
"After 9 games without a win, Hereford United hit the jackpot on Saturday",Metaphor
Tim Henman 's inexplicable annual failure to bring home the bacon at Wimbledon !,Metaphor
"However, at the end of the day, they are subject to the wishes of Parliament",Metaphor
that 's right a pregnant pause is n't it ?,Personification
"I was totally speechless at the sheer size, at 41lb 12oz it was the icing on the cake",Metaphor
if that bloke asks where the action is one more time I really do n't know what I 'll do,Metaphor
When the stumps only come up to your knees you have to be larger than life.,Metaphor
Mr Smith 's finger was cut to the bone in the attack.,Literal
"All these bodies have an axe to grind, he warns.",Metaphor
Are you a big cheese or small fry ?,Metaphor
Mark saw a dead duck in the pool,Literal
executive officer who 's on a busman 's holiday,Metaphor
It 's all right ' cuz I 'm saved by the bell,Personification
Bell hopes to hit the right note again,Metaphor
"the ebb and flow of free-market economics in the""metropolitan""countries is matched",Metaphor
"If your account has been locked and you do n't know why, please do n't blow a gasket and get angry",Euphemism
Swimming fitness is n't why you run out of gas.,Metaphor
however high and mighty -- be they whoever -- no one will receive an amnesty,Metaphor
by their actions they seem to think they have time on their side,Metaphor
put it on the end of the drain rods and push them down the drain,Literal
you can have cash at your fingertips from our network of Cashline machines,Metaphor
He talks a mile a minute and it all leads to how smart he is,Metaphor
keep your hands on the wheel For the man or woman in the fast lane,Literal
"Optimist here can not see Leeds winning, or keeping a clean sheet",Metaphor
The Prince does n't just shoot from the hip.,Metaphor
here are the most effective ways to hold back the hands of time.,Personification
a hanging offence,Metaphor
other parents here willl hopefully chime in with more tips,Metaphor
We usually have a cup of tea and a blether - I can talk the hind leg off a donkey,Hyperbole
such an example is close to home,Metaphor
thick on the ground,Metaphor
neck and neck,Metaphor
New York is a dog-eat-dog society,Metaphor
"Unlike the Piano making concern at Woodchester near Stroud, it failed to stand the test of time",Metaphor
Darlington were down and out,Metaphor
to tell you the naked truth they look absolutely impossible.,Personification
It was a far cry from the city of Teheran,Metaphor
get your act together and reapply,Euphemism
the exhibition provides food for thought,Metaphor
Arnage seems to take a cue from the beefy Ram,Metaphor
you have hit the nail on the head with your reference to the registration,Metaphor
