sentence,label
his ability to explore every nook and cranny of a record deal exceeded even Branson 's,Metaphor
I would wish to be dead and buried 20 feet underground,Literal
An executive from an international chemical company has given up the rat race to run a plant nursery,Euphemism
what will happen is very much up in the air,Metaphor
You could throw money at some guy you 've never met,Metaphor
"Despite the obvious setbacks, not all is doom and gloom",Metaphor
we make an exhibition of ourselves,Euphemism
golden opportunity,Metaphor
then you will get a chance to get a word in edgeways rather than listen to a lecture,Metaphor
"when she laughed with her eyes shut and showed her white teeth, her skin looked even darker",Literal
"Many shocking seconds, where the audience will break the back of their seats.",Literal
Stunning new Alfas break cover,Metaphor
he 's in the limelight and we 'll have everything he can throw at us,Metaphor
The Labour party is utterly impaled on the horns of a dilemma,Metaphor
carrot and stick,Metaphor
there were two shots within spitting distance of the green,Metaphor
the battle demonstrated that the toughest of the unions was a paper tiger,Euphemism
there are a number of schemes on the drawing board for investigation,Metaphor
"after I 'd had forty winks, I felt a lot better",Metaphor
It had gone overboard and was drifting away.,Literal
Penda 's political power was in eclipse at the time,Metaphor
I am a man of action,Metaphor
"Finally, there is the cosmological arrow of time",Metaphor
"As a result, they had a lot of time on their hands",Metaphor
"Give 'em half a chance, they let you down",Metaphor
"It was like a dream, too good to be TRUE",Simile
both failed to make the cut afterwards,Metaphor
he has an advantage but it is too close to call,Metaphor
"I would like to see these all-singing, all-dancing stage sets sold",Metaphor
He smiled to take the edge off his words,Metaphor
Mark was whistling in the dark and derived enjoyment from it.,Literal
Charles must use these years to make his mark,Metaphor
we are determined that there should be no hint of an iron curtain,Metaphor
He never really had a sweet tooth,Metaphor
a man who sneered at Britain in her finest hour now sounds delusive,Metaphor
I want five storm-troopers to give that girl the time of her life,Metaphor
It 's the green-eyed monster really - I 'm jealous,Personification
One minute I was on top of the world and everything was going right,Metaphor
a similar setback will mean he has to go under the knife,Metaphor
"She felt her top lip swell up as she tasted blood, and she said nothing more.",Literal
they usually make a mountain out of a molehill,Metaphor
sugar the pill,Metaphor
I 'm as pro- immigration as the day is long,Simile
"seems doomed to become a white elephant, admitting day patients only",Euphemism
I have an eye for a good player,Metaphor
make both ends meet,Metaphor
The hard part is not letting it go to your head,Metaphor
Hardly a storm in a tea cup !,Paradox
I have often been led to wonder what would have happened if Teddy Mayer had been smart enough to hire a young hot-shot,Metaphor
Perhaps the practical answer is that it would leave a hostage to fortune,Metaphor
with both camps crying foul and the French departing in high dudgeon,Metaphor
"Furry coats can mean it 's a dog 's life in hot weather, as Irish terrier Dibbits found at Snugbury 's",Euphemism
For a few silent moments this does n't click into place,Metaphor
"Mostly cut and dried in advance, including a summer pudding.",Literal
he was soon to take up the cudgels on behalf of the CBI,Metaphor
"The Baron and Mr. Ferrari were""birds of a feather,""so far as I could see.",Metaphor
So it 's hobson 's choice for the next generation,Metaphor
To suggest that a re-reading is the only option open to us is a counsel of despair,Metaphor
the results could be decidedly hit and miss,Metaphor
the handiwork of a German fifth column that 's active in Alexandria,Metaphor
Cranston took to the food like a duck to water,Simile
go for the burn,Metaphor
Helps skin stand the test of time,Metaphor
"an official to whom the media can go, cap in hand",Euphemism
Your plot could be child 's play,Metaphor
less than a year later she topped the bill with Jason,Metaphor
Jean-Paul can be as stubborn as a mule,Simile
"we tricked them into holding fire until we were about a mile out, then all hell broke loose",Metaphor
There is a conspiracy of silence about what is happening. Nobody likes to admit that,Metaphor
"Peter was not afraid to get his hands dirty with practical, menial tasks",Metaphor
he wants to concentrate on domestic policy until he is blue in the face,Metaphor
The organisation will need to tighten its belt.,Metaphor
encouraging you to keep your chin up,Metaphor
"An old flame, perhaps, suggested Dorothea",Metaphor
"Glesni, from the bottom of my heart, thank you for your willingness",Metaphor
"In for a penny, in for a pound implies taking some sort of risk.",Parallelism
the police do not need to gild the lily when briefing the press,Metaphor
Perrin is a busted flush,Euphemism
it seems someone else is waiting around the corner with another devious way of getting you to part with your money,Metaphor
"As if to add insult to injury, Leopold received Mozart 's letter telling him that he had not yet finished his commissions",Metaphor
The house had seemed less threatening in the cold light of day,Metaphor
"So as long as you are genuinely trying to keep your nose clean, you should be okay, right ?",Metaphor
"take it from me, you 'll have nothing to do your worshiping with",Metaphor
Although not on all fours with the present case,Metaphor
"We really hit it off, said Jenny",Metaphor
Nigel meditated on whether smashing her trophy might be the best way to make a clean break.,Metaphor
"Then it struck, and all hell broke loose",Metaphor
they will move with the times,Metaphor
"This combines the best of both worlds, as it is sturdy enough to be used in the studio but can also be folded and used for field work.",Metaphor
they had been cock of the walk previously,Metaphor
I hold no brief for Britain in this war,Metaphor
the time is ripe,Metaphor
Your star quality will show through today. Do n't let this go to your head,Metaphor
Kennedy was in fact killed because he was about to blow the gaff on the alien conspiracy,Metaphor
Mr Stewart said that there was an accident waiting to happen and he feared lives would be lost,Metaphor
"Now they were in the home stretch, and Sir Ivor seemed hopelessly hemmed in",Metaphor
it made setting up a club as easy as falling off a log,Simile
what I believe or do n't believe is neither here nor there,Metaphor
"Anything you want to know, it 'll be there at your fingertips",Metaphor
the day Sun gave the green light for the LSI,Metaphor
do n't assume all women are cut from the same cloth,Metaphor
the overblown excesses that have given Paris couture the kiss of death,Metaphor
I 've been up and down this road this week ! I can get there with my eyes shut now,Metaphor
now it was about to bear fruit,Metaphor
I do n't deliberately want to labour the point in relation to the night staff,Metaphor
make the cut,Metaphor
the book ended on a positive note in that the enemy 's group leader tried to let bygones be bygones,Metaphor
play second fiddle to the juicy joint in this culinary custom,Euphemism
"The suggestion that experience has a""sell-by date""is preposterous",Metaphor
It has already been argued in some detail that foot the bill is semantically transparent.,Metaphor
we decided to go with the flow and explore this wild island,Metaphor
will the Secretary of State for Scotland have to eat humble pie again,Metaphor
"All across the board, we get kids from every walk of life",Metaphor
Claudio is apparently a big cheese in European e-learning research,Metaphor
I 'm sure more than one has tried to put the bite on you for the recipe.,Euphemism
she has got a chip on her shoulder,Euphemism
the time was getting near for the big Austin-Healey to be put out to grass,Euphemism
On passing through Cranfield you 're on the home stretch as you continue on,Metaphor
"In group coding environments, having a common ordering cypher saves time. Time is money",Metaphor
I would jump at the chance of a move because it would be big step in my own career,Metaphor
becoming unwittingly enmeshed in the red tape,Euphemism
Hopes of a title hang by a thread.,Metaphor
it will ring a bell loud and clear the following weeks,Metaphor
I told you we should hang fire for things to cool off,Metaphor
His took liberties that she might not have wanted him to take,Metaphor
helping them get a foot in the door,Metaphor
they left a bun in the oven which got burnt,Literal
it 's a left-wing ginger group,Metaphor
take the shine off,Metaphor
Maybe he ought to play the field a bit,Metaphor
she hopes he will sweep her off her feet,Metaphor
news was broadcast on the same wavelength,Literal
A chip off the old block without a doubt,Metaphor
always keep your eye on the ball,Metaphor
it was a done deal,Metaphor
You simply fail to answer questions properly and duck and dive around the issue,Metaphor
"If this is a FALSE dawn, it is the longest so far",Metaphor
she 's being economical with the truth,Euphemism
Times when we all get down in the dumps,Metaphor
put your thinking cap on,Metaphor
I have always doubted whether these targets will turn out to be the last word,Metaphor
This group is so tight that three points is like gold dust,Simile
The tournament proved to be Gascoigne 's finest hour,Metaphor
In the first flush of enthusiasm,Metaphor
"if we ever raise that hull, we should be able to kill two birds with one stone.",Metaphor
something told me I had to stay and face the music,Euphemism
think big,Metaphor
she felt as fit as a fiddle,Simile
I now know that you do n't win at this level unless you sweat blood and tears.,Metaphor
It will all end in tears,Metaphor
one could make a killing on the stock exchange by having a computer that would remember tomorrow 's prices,Metaphor
This is where the action is,Metaphor
She was at sea about the home.,Metaphor
the stability pact is something of a paper tiger,Euphemism
If it becomes worse you 'll wish you 'd put your foot down,Metaphor
You will always fight a losing battle and will never be as successful as Jim McLean,Metaphor
I had to answer a call of nature,Euphemism
that 'll be a different kettle of fish,Metaphor
Britain 's economy is more in danger of going off the boil completely.,Metaphor
It has already been cut to the bone as a consequence of the Government 's failed policies.,Metaphor
It was the final straw in what has been the worst Christmas of her life.,Metaphor
the film with a slow pace was like watching paint dry,Simile
he makes it sound like a king 's ransom,Metaphor
they made a drama out of an insignificance,Metaphor
"I remember as clear as day, standing talking to Penny",Simile
You need one to hold the ferret securely while the other ties the knot,Literal
provide housekeepers who 'll step in and run the show,Metaphor
Its other main claim to fame is that it is credited with inventing the word tweed,Metaphor
"neighbours will attempt to""keep up with the Joneses ''",Metaphor
"We have kids come to us, prone to fly off the handle",Euphemism
the French departed in high dudgeon,Metaphor
they can come clean with mild soaps,Literal
they played to the guests ' hearts ' content,Metaphor
he had delusions of grandeur,Metaphor
"Still white as a ghost, huh, Sheamus ?",Simile
It 's now a totally different ball game,Metaphor
the motorist who changed a wheel in the fast lane of the M Six,Literal
things went down the pan quickly,Metaphor
do n't you think that what you 're doing is just a drop in the ocean ?,Metaphor
So you know we 're stuck between a rock and a hard place,Metaphor
Fergus was sick as a dog.,Simile
she does ask for it sometimes with all her airs and graces,Metaphor
they retained their leadership of the Durham Second Division at a canter,Metaphor
He 'd had a bit of a raw deal,Euphemism
flavour of the month,Metaphor
"It was a hard act to follow, but the poor did what they could",Metaphor
a bolt from the blue,Metaphor
"their opinion is that""the end justifies the means ''",Metaphor
"You 're saying that off the top of your head, Mr Glover. Think it over",Metaphor
In Spain Bernard questioned the principle that the end justifies the means,Metaphor
Better keep fit as a fiddle,Simile
I 'd go to the cottage and raise hell,Metaphor
"Hidden seemed to hit a nerve with the public, says Robert Beeson",Metaphor
We do bend over backwards for D K,Metaphor
Few seem to go the same way as the hundreds of small businesses biting the dust every day.,Metaphor
Its only real fault was that it was ahead of its time,Metaphor
I feel fit as a fiddle,Simile
"So we stood there, packed like sardines, for an hour or so",Simile
"What Adobe had done was to build typefaces""on-the-fly""from outlines",Metaphor
Meon ran out winners of a fast and furious contest by 58 -- 37,Metaphor
by then the South West were home and dry… final score 29-16,Metaphor
Roman Wyatt was way out of her league,Metaphor
I am on the side of the angels,Metaphor
The Russian ATG defences were a hard nut to crack,Metaphor
A South African emissary snubbed by a Labour council has been welcomed with open arms by a Conservative group,Metaphor
May is invariably a month when you have itchy feet,Metaphor
So will Oxfordshire produce its own Spassky or Fisher ? Only time will tell.,Personification
I do find myself bending over backwards not to use any of the sort of additional knowledge,Metaphor
Never give a sucker an even break,Metaphor
You had the audience in the palm of your hand,Metaphor
vilifiable only by off-the-cuff remarks,Metaphor
the response was to bury his head in the sand,Metaphor
"It is, he stresses, neither a panacea nor a Pandora 's box",Euphemism
I wanted to use it to sugar the pill,Metaphor
my weird sleeping patterns these days mean I only hit the sack after 2:00,Metaphor
It would be a blot on the landscape.,Metaphor
the Prime Minister was first among equals,Metaphor
But he had revealed his TRUE colours now,Metaphor
Bob Hex tells why he 's glad to go Dutch,Metaphor
I also have a gelding who has been of the track for only 8 months yet is schooling well is quiet as a lamb,Simile
you could make your mark in life,Metaphor
they wanted to make a clean sweep of it,Metaphor
as cast stands held down by bolts 8 feet long to a plate set in concrete,Literal
"Vic, though, is a man of action",Metaphor
men too go bonkers over these sparks,Metaphor
Anybody with half an eye could tell that,Metaphor
do keep an eye out for her,Metaphor
The law of complicity enables the conviction of people who aid and abet others to commit offences,Euphemism
All she did know was that she had n't seen the last of him by a long chalk,Metaphor
Dolly had stirred up a hornets ' nest when she pinched the wallet,Euphemism
I would have recommended that he should throw in the towel,Euphemism
Rigid adherence to the letter of their instructions by commissioners can only have served to obscure important aspects of the structure of landholding.,Metaphor
Kumar kept him in the dark about it,Metaphor
Mr Stewart said that there was an accident waiting to happen,Metaphor
nail in the coffin,Metaphor
again Casaubon is first among equals,Metaphor
Never give a Swashbuckler an even break,Metaphor
I 'm saved by the bell.,Metaphor
It could only make for bad blood between the Li clan and himself.,Metaphor
high-class woman willing to give herself and talk dirty to seduce a Nazi officer,Euphemism
The formal order to British Telecom to pull the plug,Metaphor
"a constant frantic rush against the clock, to have collections ready on time or to complete individual couture garments",Metaphor
"`` You are beside yourself !""he uttered, stepping involuntarily backwards.",Metaphor
Mark is getting to be a dab hand at shopfitting,Metaphor
Mark laid a finger on her sore,Literal
take a bite out of,Metaphor
Duncombe continued to play second fiddle to the successive lords,Euphemism
"Mick, yeah, I 'm going round the bend.",Euphemism
Tolu got the better of them.,Metaphor
"I was still to get off the ground. But then the crag was undercut, and my first move was a leftwards traverse above a 20 foot drop",Literal
But as those boxing her in came away from the rails at the entrance to the home stretch,Metaphor
The Divisional Court thought the matter a storm in a teacup which thereafter became unfortunately somewhat more serious,Paradox
he ignores both government archives and the memoirs of the great and the good,Metaphor
I know the ropes,Metaphor
I have argued with them until I am blue in the face,Metaphor
if you continue to dig in your heels over this then one friendship may become a casualty,Metaphor
"Housing Market Renewal is not a short term""here today gone tomorrow""programme",Paradox
they are known to favour Sandford as a new broom from outside football,Metaphor
I am fully aware that i am walking on thin ice,Metaphor
Only bulging muscles give the game away,Metaphor
The tiny chrome box fits in the palm of your hand,Literal
they have lost face with the community,Euphemism
Tell him the coast is clear,Metaphor
Sinn Fein has given a kick in the pants to a political culture of cosy consensualism,Metaphor
Trading in Bunzl was fast and furious,Metaphor
he was not in cahoots with Mr Serrano,Metaphor
we were up with the lark,Metaphor
Employment was very few and far between,Metaphor
Try putting yourself in some else 's shoes and you 'll soon change your tune,Metaphor
it was the icing on the cake,Metaphor
He forced his opponent 's corner into throwing in the towel.,Euphemism
You mean go for the jugular -- his bank balance ?,Metaphor
When death struck close to home it was not easy to accept such counsel,Metaphor
you had a cartoon about an accident waiting to happen,Metaphor
"If we jump the gun and point a finger at Stefan Werner without sufficient evidence, that 'll be bad",Metaphor
in every nook and cranny people crammed together,Metaphor
"Mostly, they go round in circles",Metaphor
who delivered a grand and gloomy swan song as chairman of the Commons ' Energy Committee,Metaphor
there 's this huge sword of Damocles hanging over his head,Literal
"Well, look for yourself. Clean as a new pin",Simile
every Saab dealer is now bound to down tools and help you out without prior booking,Euphemism
"The weather was very cold. Trembling, I felt it in my bones.",Literal
Once upon a time a man could hang for setting fire to a hayrick,Metaphor
the youngest son was impatient with the finer points of literature,Metaphor
we 'd be able to cover a lot of ground,Metaphor
it has its cross to bear,Metaphor
Jean 's started to move the furniture around… a sign that she 's getting itchy feet,Metaphor
His face as red as a beetroot.,Simile
everyone had confidently expected Sam Gristy to win hands down,Metaphor
"daring to get your feet wet for the first time, you 'll discover how to get the most from the Internet",Metaphor
it has all you need to clean up your act,Metaphor
a few years ago they were few and far between,Metaphor
"My sister, later WAAF Nancy Smith mentioned in dispatches, was waiting for her call-up papers",Metaphor
the branch can not bear fruit by itself,Literal
kudzu grew a mile a minute and that its spread was unstoppable,Metaphor
the dance with water is a dice with death,Metaphor
They are young men cut off in their prime,Euphemism
She lives sort of on a knife edge does n't she ?,Metaphor
They had their points in the bag by half time.,Metaphor
"As soon as she was in the sack, she was as quiet as a lamb.",Simile
She has n't put a foot wrong,Metaphor
The mystery woman has clearly passed her life-saving exam with flying colours,Metaphor
Mosse admits that the question is not so much whether the youth culture will break the back of normative masculinity.,Personification
rhythm occupies that grey area of learning,Metaphor
We 've a few numbers here clearly cut from the same cloth,Metaphor
"Leslie, who first hit the big time on kiddies ' show Crackerjack, was about to host a new TV series of Stars In Their Eyes",Metaphor
Unless there are children there 's no reason to tie the knot,Metaphor
Do you always form opinions straight off the top of your head ?,Metaphor
where writers break cover and discuss their craft directly,Metaphor
We bend over backwards to do the thing,Metaphor
we hope MEPs will give them a wide berth,Metaphor
Funny I 've got a sweet tooth,Metaphor
This arrives in the form of Leonard whom she dreams will sweep her off her feet,Metaphor
the Bill was a dead duck.,Metaphor
touch base with,Metaphor
give and take,Metaphor
Pascoe was drinking whisky to take the edge off it,Metaphor
It shows how to make learning in the workplace be as clear as mud,Simile
"However desirable, that might fly in the face of everything",Metaphor
We 've had to put the country on an even keel,Metaphor
he punched his opponent below the belt,Literal
Nobody wanted to stick their neck out.,Metaphor
They 've got the brass neck to charge up to the church.,Metaphor
easy as falling off a log,Simile
the high and mighty usually come here,Metaphor
she is absolutely straight as a die,Simile
"that surely was n't a hanging offence, even in those days",Metaphor
It would appear the die is cast if tenders are being sought but your Council will still do what it can.,Metaphor
I 'm going to have a go with the costumes,Metaphor
"This year you must prepare the ground, sort out family relationships",Metaphor
It was not for the Government to pull the plug,Metaphor
WEDGWOOD has made it big on the small screen with greatly increased television coverage,Metaphor
simmering the dozens of doughnut-shaped rolls in hot water for a few minutes,Literal
most people still go for easy-on-the-eye neutral shades,Metaphor
"Thank heaven, the old man was as blind as a bat.",Simile
for God 's sake bury the hatchet,Metaphor
"Your son, not some cuckoo in the nest",Euphemism
Then you 're a yellow-bellied piece of shit,Metaphor
"It 's time to cut to the chase, says Elizabeth Salter",Metaphor
hers was a name to conjure with,Metaphor
"do n't worry, you 're in with a fighting chance",Metaphor
this combination of factors indeed fit like a glove,Simile
Large charities continue to take a larger slice of the pie,Metaphor
it 's clearly going to end in tears,Metaphor
"It was not all bad news for McLaren though as a little bird told me the Bigazzis spare bill for the weekend was in excess of £ 650,000 !",Personification
Men working on the site complained of pressure to cut corners to save time on the delayed project,Euphemism
More spaces are needed at less cost not another white elephant office block.,Euphemism
in the nature of things my profession and my work will open new relations to me,Metaphor
This is the former NFL commissioner Pete Rozelle 's much-cherished parity run amok,Euphemism
I know they take liberties.,Metaphor
Only go in house after some years of success in practice under your belt.,Metaphor
make a drama out of,Metaphor
he had the Welsh in the palm of his hand,Metaphor
that 's all neither here nor there,Metaphor
From this difficulty comes another related saying between the devil and the deep blue sea,Metaphor
"if only you 'd come back down to earth, you 'd go a long way",Metaphor
blow a gasket,Euphemism
she had to go under the knife,Metaphor
Roxanne would only admit to a fault,Literal
NSS got its fingers burnt last week,Metaphor
if one is to explain the ebb and flow of events,Metaphor
Doctors have given her more than a fighting chance and I just have that to cling to,Metaphor
You should have at your fingertips some basic methods of handling conflict,Metaphor
"immediately he was back in his childhood, eight years old and with itchy feet",Metaphor
they could be counterparts in the give and take involved in any negotiation,Metaphor
I 'll find ways to kill time today.,Personification
His finest hour last season was Silverstone… winning the British Grand Prix,Metaphor
"The Achym family themselves, however, had friends in high places, including the powerful Lord Burghley",Metaphor
the company plans to give him the elbow,Euphemism
We ca n't go on meeting like this ' or less effectively ' Long time no see !,Metaphor
I think so far weve been as good as gold,Simile
The doctor looked down thoughtfully at her and then placed a firm hand on her forehead,Literal
Do n't bite the hand that feeds you.,Metaphor
It 'll go the distance -- a real investment for anyone,Euphemism
we were all over the moon,Metaphor
I thought they were begining to hit it off together,Metaphor
it had demonstrated a profound dialogue of the deaf between them,Metaphor
"ICL, of course, claims that its boxes fit the bill on both counts.",Metaphor
Joan talks dirty always,Euphemism
place in the sun,Metaphor
I 'm in two minds whether we should have him at all,Metaphor
This was an accident waiting to happen,Metaphor
MGYE push the envelope enough to stand out without ever alienating the casual listener,Metaphor
They want to know the score and who scored,Literal
"We were all essentially cut from the same cloth, so to speak",Metaphor
The people pushing will aid and abet the driver,Euphemism
"Good friends are like gold dust Admit it, you could n't live without Megan",Simile
others might play to the gallery,Metaphor
The keyboard is fine to use and allows you to change many of the machine 's settings on the fly,Metaphor
We certainly hoped we left in his good books.,Metaphor
It seems to me plain as a pikestaff that the building society relied on the transfer.,Simile
"Must it provide fragrance and a haven for butterflies, and a happy hunting-ground for bees ?",Metaphor
a genuine attempt to break the mould and bring back standards of quality,Metaphor
to chat and play games with the children,Literal
His do-or-die bid failed,Metaphor
He immediately took to his heels with his case of cigarettes,Metaphor
A vegetarian eats neither fish nor fowl,Literal
so he could put his thinking cap on over the next few years,Metaphor
Mr Smith threw his weight behind the reforms after criticism,Metaphor
keep your eyes open for it,Metaphor
the country 's comparatively recent admission to the hydrocarbon élite has proved a mixed blessing in the face of the fall in crude prices,Metaphor
officers of the law did not stand on ceremony,Metaphor
"All things being equal, she can continue to have intercourse -- and enjoy it",Metaphor
go under the knife,Metaphor
surprise them by playing your ace,Metaphor
Some of us play God through our use of language,Metaphor
"All hell broke loose, Mount Stewart was besieged by the media",Metaphor
tomorrow you 're going to be very much snowed under.,Metaphor
she 'd thought Rory was trying to keep her in the dark about such a momentous event,Metaphor
We must not labour the point,Metaphor
they are starting to throw good money after bad,Metaphor
he should take up the cudgels,Metaphor
This later recommendation surprised many who had expected a liberal/academic working party of the great and the good,Metaphor
she is not overly academic and will fly off the handle without finding out all the facts,Euphemism
so I should save his breath,Metaphor
you ca n't offer them and not come up with the goods,Metaphor
any way we can aid and abet you then we shall do that,Euphemism
This new adventure with God will give you happiness beyond your wildest dreams,Metaphor
He is also prone to jump to conclusions.,Metaphor
That 's how he achieved a sound way ahead of its time,Metaphor
Coursework has deadlines which must be met and which may cause you to burn the midnight oil,Metaphor
held in contempt,Metaphor
it was too close to call on election eve,Metaphor
It might take the edge off the dancing,Metaphor
rejection of the view that the end justifies the means,Metaphor
They can sometimes be like getting blood out of a stone,Simile
"Children do quite like to gather together, in fits and starts, to enjoy one another 's company",Metaphor
cost an arm and a leg,Metaphor
he reckons Bonny Scot is a chip off the old block,Metaphor
I can remember the days when you would have scurried over here like an eager beaver.,Metaphor
This is all in a day 's work at the Fire Service,Metaphor
Only time will tell. Ask me again in a couple of months,Personification
my injured back threatened to give up the ghost completely after 17 steady miles,Euphemism
go round in circles,Metaphor
it wo n't cost an arm and a leg to upgrade,Metaphor
Jane found a dead duck,Literal
What did you tell Travis ? he sliced in apropos of nothing,Metaphor
I 'll be in touch shortly to tell you what we 've cooked up,Metaphor
put the frighteners on,Metaphor
it tasted like nothing on earth,Metaphor
he was pouring his heart and soul into his land agency business,Metaphor
I decided to hang up my boots when I took the hot-seat,Metaphor
Hopkins once claimed that every historian worth his salt should get mud on his boots.,Metaphor
Gloucester Rugby Club 's semi-final got off to a flying start today,Metaphor
"there are many""here today gone tomorrow""bands",Paradox
sadly she went on to kick the bucket,Euphemism
these were thick on the ground in the heyday of the clothing trade,Metaphor
I see no reason why anyone at the bbc should take the fall,Metaphor
we did n't know that so we took the whole caboodle down to the local computer shop,Metaphor
She must be beside herself,Metaphor
The blood on the carpet in No 10 yesterday was supposed to send out a message of ruthlessness and dynamism,Hyperbole
the old order of the Benedictines was made to feel left out in the cold,Metaphor
"The producer should know the score, not in the same way as a conductor.",Metaphor
It was a far cry from her first visit in 1973,Metaphor
Its noisy and there 's always loads of equipment lying about all over the place,Euphemism
