sentence,label
you probably have the hots for her,Metaphor
do you want to hear the naked truth ?,Personification
it will just fizzle out like a damp squib and you 'll feel worse than ever,Euphemism
"All hell broke loose, Mount Stewart was besieged by the media",Metaphor
Having been waited on hand and foot for most of his life and had people jump whenever he called,Metaphor
you wo n't be able to get hold of a Wurlitzer because nowadays they 're like gold dust,Simile
"you bet, the university of life is a great teacher",Metaphor
"Powerful men are a breed apart, she thought suddenly",Metaphor
They 're not much cop,Euphemism
"In the VCCS, the definitive programmer can make free with the script",Metaphor
he was on a hiding to nothing really,Metaphor
He said : It 's a done deal and I told Allan Moore a wee while ago,Metaphor
I have an eye for a good player,Metaphor
Moscow dithers at the crossroads,Euphemism
"Donna, you ca n't take the law into your own hands",Metaphor
"he 'd driven out of there, hell for leather, in a bright red sports car",Metaphor
The monitors in vision control made her heart sink into her boots.,Euphemism
Once more our rummage crews hit the jackpot with several newly arrived Klondykers,Metaphor
His team mates do think he 's too big for his boots !,Metaphor
I said do n't hold your breath Elaine,Euphemism
You mean you call those two yellow-bellied sea slugs your friends ?,Metaphor
the pathway is formed from large pebbles set in concrete,Literal
Things have come to a pretty pass when that 's the best a government minister can come up with.,Euphemism
he kept the whole thing on an even keel with his Liverpudlian wit,Metaphor
A period of literally climbing the walls,Euphemism
close to the bone,Euphemism
"Well, the die is cast, it 's wrong, but there 's no harm",Metaphor
"To speak the gospel truth, Mr Temple was very harsh towards the native chiefs",Metaphor
he lived and suffered much in the eye of the storm of history,Personification
I 'm not snowed under by kids,Metaphor
"German unification when it came was by blood and iron, from Bismarck 's Prussia.",Metaphor
A travel iron is useful for keeping up appearances on holiday.,Metaphor
"their only solution is to throw money at it, providing that it is not their money",Metaphor
its cash cow personal computer business,Metaphor
too big for your boots,Metaphor
"Faldo, perhaps above all, will be hoping to turn over a new leaf",Metaphor
I 'm going to start working there part-time to learn the ropes,Metaphor
Okay so you do bend over backwards for DK,Metaphor
He even gets to duke it out with the bad guy,Metaphor
They think big,Metaphor
Coton 's plea is likely to cut no ice with Taylor as he takes on England,Metaphor
make me see the funny side of it,Metaphor
we know the score of the match,Literal
there 's no love lost between Novell and NCR,Metaphor
old assumptions run deep and die hard,Metaphor
do n't make a hash of your own experiences,Euphemism
Liberate appears to hold all the aces,Metaphor
We have to win hearts and minds,Metaphor
After 5 defeats and a draw its just what the doctor ordered,Metaphor
"they stood on the sea-front opposite the entrance, watching the arrival of the great and the good",Metaphor
I want to tell them to get off their high horse,Metaphor
Does the German designed MagaCAD Break the mould ?,Metaphor
in a cleft stick,Euphemism
You may be clutching at straws.,Metaphor
You young girls can call the tune nowadays,Metaphor
time will tell,Personification
mining might mean the end of the road for the town,Metaphor
"If I cut corners, I have something left",Euphemism
hot and heavy,Metaphor
"from now until the year dot, everyone will have to struggle across London to get to Waterloo",Metaphor
go easy on the fairy stories,Metaphor
"I was up in the air, and what with the clouds, I lost all my orientation",Literal
the transition will be relatively simple and there will not be too much disruption while you learn the ropes,Metaphor
How could one ring a bell on a house door,Literal
"They have irresponsibly encouraged people to withhold payment, and then at the eleventh hour they have made payments",Metaphor
Ask any classically-trained musician - they 'll tell you tha it 's painfully close to the bone.,Euphemism
Le Dean is on the crest of a wave after finishing his sculptures,Metaphor
it was my tubes that were going to do the dirty on Monsieur Goeben,Metaphor
his mind 's clear as a bell,Simile
"These days, to 'leave bag and baggage ' means just to clear out of a property, leaving nothing behind.",Metaphor
My bedside manner is legendary,Metaphor
"Bewick suggested that his client had a""bee in his bonnet""about surgeons being able to work anywhere",Metaphor
"I 've been around a bit, I 've learned a thing or two, I know the score.",Metaphor
gangs will in any case return once the coast is clear,Metaphor
It had come full circle,Metaphor
"HDS, which now has about ten sales staff, might be able to up the ante",Metaphor
The latter is a book in which the author is firing on all cylinders,Metaphor
have it on good authority,Metaphor
"Budgets are tight and subject to sudden change, and inessentials, such as maintenance, are cut to the bone.",Metaphor
Secrecy to words spoke under the rose,Metaphor
he would go overboard about it,Metaphor
she would be in the frame,Euphemism
It was a far cry from the city of Teheran,Metaphor
And I knew the tricks of the trade.,Metaphor
this week the great and the good of the computer industry have been in San Francisco,Metaphor
extramusical pressures that make a hash of their individual geniuses,Euphemism
he had to back no holds barred military action,Metaphor
it could go belly up very easily,Euphemism
"he turned to Lori, who had gone as white as a sheet",Simile
We expect that we can break new ground if we really try hard enough,Metaphor
"No easy come, easy go, in this house !",Parallelism
If Midland does tie the knot with Hongkong and Shanghai Bank,Metaphor
career that would make Del Boy Trotter green with envy,Metaphor
I was the early bird that morning.,Metaphor
I thought the RSM was going to blow a gasket,Euphemism
we are thwarted by the electric equivalent of trying to stick a square peg in a round hole,Paradox
finding out which file you want to retrieve can be like looking for a needle in a haystack,Metaphor
few and far between,Metaphor
A top dog always wants to be top dog,Metaphor
This order came like a bolt from the blue and I 'm very grateful for it.,Metaphor
"an official to whom the media can go, cap in hand",Euphemism
That was the motivation to bring home the bacon,Metaphor
it 's full steam ahead with the architecture centre,Metaphor
the name Norman does n't ring a bell,Metaphor
it 's easier for users to hedge their bets by making their new mainframe applications migratable,Metaphor
she was forced to hang up her boots after 40 years on the job,Metaphor
the move would be the end of the road for as many as half of them,Metaphor
"Once their hearts beat the same, now they sing a different tune",Metaphor
the miser turns up with a stale box of chocolates and proceeds to eat you out of house and home,Metaphor
one remarkable painting has Herbert with his head in the clouds,Euphemism
"As soon as I got started I took out after the raft, hot and heavy, right down the towhead",Metaphor
Theres no point arguing the toss because you obviously feel different.,Metaphor
rain cats and dogs,Metaphor
"neighbours will attempt to""keep up with the Joneses ''",Metaphor
India mounted an immediate test-tube fusion research effort so as to get in on the ground floor,Metaphor
This was tragedy. The fire that engulfed the main stand was both fast and furious,Literal
"using gloves, you wo n't get your hands dirty",Literal
It makes more sense to build a company from a solid profit base than chance your arm,Metaphor
The river took a bite out of the hypocaust.,Metaphor
Now that Unix System Labs has finally cut a deal for OSF 's Distributed Computing,Metaphor
we had our best Southern League season and went within an ace of winning,Metaphor
Wycliffe was reminded of a busman 's holiday he had spent,Metaphor
many environmentalists believe that that argument is simply a red herring,Metaphor
Posse -- looks set to break new ground in Hollywood,Metaphor
"It 's funny, intelligent and get 's you on the edge of your seat",Metaphor
I would be the first to complain if I felt we were n't getting a fair crack of the whip,Metaphor
stress made him beside himself,Metaphor
they 're in their element,Metaphor
many a famous name has yet to come within spitting distance of the race,Metaphor
often due to the malice or ambition of individuals rather than to the fortunes of war,Metaphor
to the letter,Metaphor
"Mary Chapin Carpenter, who 's been touring Scotland this week and is about to hit the big time",Metaphor
I felt fine afterwards and by Thursday was climbing the walls so ordered hubby to take two days off,Euphemism
"Finally, there is the cosmological arrow of time",Metaphor
Kyper was keen as mustard as soon as Johnny legged me up in the Paddock,Simile
Where were those dark Plutonian forces when she needed them to aid and abet her plotting ?,Euphemism
he let the cat out of the bag,Metaphor
"Last year, after the special meeting at Q.T. day, everyone pulled out all the stops and we reached our target growth for 1987",Metaphor
"Anyway, as bold as brass, it swam around the rock I was standing on",Simile
It would be a travesty if he was denied the crowning glory,Metaphor
When I was first invited there I must admit my heart sank into my boots.,Euphemism
who still enjoy life in the fast lane,Metaphor
they are from the four corners of the world to study,Metaphor
getting hold of others ' property by hook or by crook,Metaphor
He lived from hand to mouth making instant resolves every time he opened his mail,Metaphor
they will not be allowed to get a foot in the door,Metaphor
I should think they 'd jump at the chance of some pocket money,Metaphor
"devaluation of the pound gives us export opportunities, but is a double edged sword",Metaphor
you can see the pattern plain as day,Simile
"Mack, please, take a back seat so Seyi can drive.",Literal
your manifesto is not worth the paper it is written on,Metaphor
So Fernando had been playing by himself -- her heart bled for him !,Personification
"I knew that, in the cold light of day, he held all the aces",Metaphor
Somewhere nearby an owl hooted and it took an effort for Nick not to jump out of his skin,Euphemism
I 'm going to have a go with the costumes,Metaphor
reluctance of the natural trumpets to really go for the burn in the opening and closing choruses,Metaphor
She felt like a cuckoo in the nest,Euphemism
send the whole caboodle,Metaphor
Hajj operations during these seven year have been between the devil and the deep blue sea,Metaphor
A call of nature interrupted my pleasure,Euphemism
they had agreed to hedge their bets,Metaphor
Liberate appears to hold all the aces in a race that has been kind to favourites,Metaphor
Then why did you dance attendance on her ?,Metaphor
a praiser of the golden mean,Metaphor
she fought her corner,Metaphor
It is not enough for the Minister to pass the buck to the chief inspector of constabulary,Metaphor
"It means simple shapes, good cutting, fit and fabrics which stand the test of time",Metaphor
sick as a dog,Simile
he could appear sharp as a needle one minute and unbelievably ignorant the next,Simile
take a loss on government contracts to get a foot in the door,Metaphor
Apparitions of Melody will blow the doors off.,Metaphor
Welsh soccer will break new ground when the national side competes,Metaphor
In the final analysis you are getting nervous and undermining your chances,Metaphor
You know it 's a different ball game,Metaphor
They were fooling around with a bag of tricks.,Metaphor
"The message to all of us must be A good start, boys, but do n't rest on your laurels",Metaphor
they were chasing fool 's gold,Metaphor
Anyone who comes into the monarchy should play second fiddle,Euphemism
"it has been""the only game in town '', as many have argued",Metaphor
Many feel reluctant to take a back seat and allow their children to enjoy the special attractiveness of the teens and twenties.,Euphemism
Father laughed fit to bust,Metaphor
"The new Executive looks forward to the future, with a firm hand on the tiller",Metaphor
"Fata came sailing into my husband 's intensive-care room, yakking a mile a minute",Metaphor
You want to have a good time and paint the town red this weekend,Metaphor
a politician who could sit on the fence,Metaphor
Should you glimpse topless mermaids… just look the other way,Literal
Chemical Industry flirts with an old flame Coal tar,Metaphor
the Bank said the economy was still bumping along the bottom,Metaphor
the A class judges are getting a little bit long in the tooth,Metaphor
It would require suicidal altruism to take up the cudgels for the Palestinians,Metaphor
It takes time and time is money and that 's my only issue with this,Metaphor
Carter 's strategy of offering himself as a new broom was electorally well judged,Metaphor
he found a clean sheet of paper and began to write,Literal
Monmouth gets Offa 's Dyke walkers off to a flying start,Metaphor
their downstream customers who call the tune,Metaphor
"I may be a little bit behind the times, but over the last couple of days I 've been experimenting with voice mail",Euphemism
they hope to see our world go down the tube,Euphemism
"I changed to bottle-feeding, and she gained weight like there was no tomorrow",Simile
"I think he 's, you know, a tough cookie",Metaphor
It would beggar belief even more for me to attend a ladies sewing circle,Metaphor
Lordi stepped and stood in front of me with open arms.,Literal
"he advanced across the river, trying not to get his feet wet",Literal
"however high and mighty, no one will receive an amnesty",Metaphor
"Having answered his own question of whether he would make the cut, he proved himself",Metaphor
I was becoming an old hand by now,Metaphor
"Sometimes it felt as if he had less substance than the images in this room. as if, in the blink of an eye, his being would turn to breath",Metaphor
it was like shooting fish in a barrel,Simile
It becomes a ' cash cow ' business in that you generate a lot of money from existing assets,Metaphor
Now do n't you worry your head. You 're in fine fettle,Metaphor
sweat like a pig ( pigs do n't have sweat glands which is why they roll in mud to keep cool ),Simile
I wish you could have seen those first two lepidopteral visitors. They made my day,Metaphor
the single stroke of the king of terrors,Personification
of course the instant would win hands down,Metaphor
Their plan is to hit the ground running,Metaphor
they knew and started to play dirty,Metaphor
It is quiet as a lamb,Simile
Robinson was content to take his weekly wage and shut his eyes to anything shady,Metaphor
missionaries who would come and tell tales about how they built churches in jungle clearings with lions gnawing at their legs,Euphemism
up the ante,Metaphor
IBM Corp still has an uphill fight to win over the hearts and minds that are presently in the Microsoft Corp camp,Metaphor
the game can be cruel by not giving you enough time to make your mark,Metaphor
high time and past time,Metaphor
We 're a match made in heaven,Metaphor
she ca n't make head or tail of it either,Metaphor
her name does n't ring a bell,Metaphor
A small but increasing number of commentators would like to stop or turn back the clock,Metaphor
Lady Luck,Personification
"The child benefit rose like a Phoenix from the ashes, in the form of the Child Benefit Act, 1975",Simile
"In time, I know, I will have my day in the sun when the comments to my post would increase according to my liking",Metaphor
if I get half a chance,Metaphor
Even a sheikh would be annoyed to lose the whole of his harem in one fell swoop,Metaphor
what do you think a woman who looks as plain as a pikestaff.,Simile
Practise speaking your answers out loud but do not learn them off by heart,Metaphor
a day late and a dollar short,Metaphor
they can not be blamed for thinking that I was bringing coals to Newcastle,Euphemism
it was always something of a choice between the devil and the deep blue sea,Metaphor
to run out of gas in the fourth quarter is unforgivable,Metaphor
even in the dead of night,Metaphor
"It is ' faint heart, ' perhaps",Metaphor
fit like a glove,Simile
It is often a dialogue of the deaf,Metaphor
I 'm sure they 'd let you off the hook,Metaphor
And I sort of started to get itchy feet to come back,Metaphor
A durian dilettante is a breed apart,Metaphor
in an attempt to drum up support for the Conservative Party,Metaphor
These architect chaps do n't have it easy,Metaphor
pep up fallen friends before they kick the bucket,Euphemism
this was the swan song of the conduit system,Metaphor
We can have a little heart-to-heart while we wait for him,Metaphor
he has set himself up to do the dirty on the community he came from,Metaphor
I was having to pull out all the stops to prove that I was good,Metaphor
They recommended that CJ be introduced in a three step programme to sugar the pill.,Metaphor
David Palmer set off like a scalded cat,Simile
jump to conclusion about others without checking the facts,Metaphor
Her fine words had been so much whistling in the dark,Euphemism
it is better to err on the side of caution,Metaphor
she held in contempt the misplaced aestheticism,Metaphor
green light,Metaphor
the first man who pursued me did so to gouge a small fortune out of my father,Oxymoron
she kept her finger on the button she had pressed,Literal
United are as bold as brass.,Simile
he is lying up to his neck in a mud pool.,Literal
it has seen better days,Euphemism
The bit-on-the-side 's nods go into overdrive.,Euphemism
in the bag,Metaphor
one that literally took his breath away,Metaphor
He could sniff out the personal myth and make mincemeat of it,Metaphor
clean as a whistle,Simile
I think really for Mr to talk about washing of hands he 's got some brass neck,Metaphor
his son will follow in his footsteps,Metaphor
"lets have his name plastered all over the internet, dish the dirt, who cares ?",Metaphor
he can make free with our own food stocks,Metaphor
the Kee affair had put him on a collision course with his parents,Metaphor
I think it 's a long shot him signing for Leeds,Metaphor
Cut the crap -- he 's doing a handrail down a flight of steps,Metaphor
Another budget bites the dust,Metaphor
I 'm fit as a fiddle,Simile
"The result was good news for the party, but there was a great deal of unnecessary blood on the carpet.",Hyperbole
a new vigour of determination to overthrow the ruthless regime of blood and iron imposed by Prussian arrogance,Metaphor
"Once upon a time there were three bears. Mama bear, papa bear, baby bear",Metaphor
so I should save your breath,Metaphor
The keyboard is fine to use and allows you to change many of the machine 's settings on the fly,Metaphor
That name seems to ring a bell,Metaphor
never try to keep up with the Joneses,Metaphor
until they come a cropper as it climbs through the woods,Metaphor
It is a ' dialogue of the deaf ' that serves both sides badly,Metaphor
"Sister will always be remembered for her words, You must be cruel to be kind",Paradox
When I was eyeball-to-eyeball with the humiliations of puberty,Metaphor
at least we sha n't go round in circles,Metaphor
The guys we have on the board let that kind of pressure roll off them like water off a duck,Simile
the essays simply beggar belief.,Metaphor
what has been eating you ?,Metaphor
"It was quite a hard act to follow, believe me",Metaphor
"she must play second fiddle to the raw, 25-year-old prospect",Metaphor
Last Thursday a couple of hussies climbed over it and sat on that fender as bold as brass,Simile
those who see the present as a mere extension of the past usually come a cropper,Metaphor
"Then the heavens opened for torrential rain, thunder and lightning",Metaphor
I could bet the farm on it,Metaphor
A simple adventure game but with bells on,Metaphor
he sang a different tune to the lyrics,Literal
his marriage is on the rocks,Euphemism
it means it 's going to rain cats and dogs,Metaphor
"I sat with one eye on the clock, waiting my turn",Metaphor
This is a classic case of this government setting unrealistic targets and then trying to move the goalposts,Metaphor
Keep an eye out for special events such as exhibitions,Metaphor
"Get a life, as Lizzy is always saying",Metaphor
you 've got to put your money where your mouth is,Metaphor
Boston Irish as the day is long. But my oldest boy 's wife is African American,Simile
Everyone can rely on you to give a hand,Metaphor
they 've cut and run,Metaphor
Ollie shot through the small space like a streak of quicksilver.,Simile
"You 're in her good books, said Mrs Khalid",Metaphor
In the eye of the storm there is tranquillity,Personification
A magistrate gave his packed lunch to a hungry down-and-out yesterday,Metaphor
"several clubs will go belly up, as Adam Pearson predicted.",Euphemism
She pointed silently to the letter that the police-sergeant was still holding,Literal
possibly because the Minister did not have his eye on the ball,Metaphor
she can move mountains,Metaphor
there are times when you have to take special care of yourself and certainly can not burn the candle at both ends,Euphemism
It was then easy for opposing politicians to make mincemeat of the comprehensive dream,Metaphor
We could go in for a penny in for a pound,Parallelism
sell like hot cakes,Simile
he landed himself in hot water after Manchester United 's European Cup exit,Metaphor
people accept things he says as gospel truth,Metaphor
"since the State is unwilling to go the distance alone, rest assured his answer will be no",Euphemism
"Rather, it evolved in fits and starts",Metaphor
the Command insisted that the Pathfinders must pathfind with what they had and make the best of it.,Metaphor
a blind man could see that I hold all the cards in this situation,Metaphor
creature of habit,Metaphor
Some got extremely hot under the collar about it,Metaphor
"Then it struck, and all hell broke loose",Metaphor
Likewise the best time to buy a share is when it is in the doghouse,Euphemism
I have argued with them until I am blue in the face,Metaphor
give him the elbow,Euphemism
"Anyway, she 's on top of the world",Metaphor
the French representatives had found themselves out on a limb when they called for an increase,Metaphor
I said I was dog-tired and hungry,Metaphor
It was hard for the argument to get off the ground,Metaphor
Dennis was able to see the funny side of it,Metaphor
"The 2L went like stink, it had a sports box fitted to it",Simile
"Next, the brass ring containing the nickels is visible.",Literal
"You might be prepared to make an exhibition of yourself, but I 'm afraid I 'm not so uninhibited",Euphemism
We do not give a fig,Metaphor
He had a good spell at Stoke and was unlucky to get the boot from Barnsley.,Euphemism
"A keen botanist, he was in his element identifying the ferns",Metaphor
"Does the government intend to respect the constitutional safeguards, which are as plain as day ?",Simile
That might well be the result at the end of the day,Metaphor
I think all of us became aware we were cock of the walk,Metaphor
the bells and whistles differentiate and position their products in the market,Metaphor
Every shipyard had an order book as long as your arm.,Simile
it would cost a small fortune to equip yourself,Oxymoron
"In mid-June Piet Rudolph, wanted by the police in connection with an arms theft in April, issued a call to arms to Afrikaners.",Euphemism
The muscles in your jaw tighten and you may bite your tongue.,Literal
out on your ear,Euphemism
It almost took her breath away,Metaphor
"Timothy 's mooning over her like a schoolboy, wet behind the ears",Euphemism
to the bitter end,Metaphor
the jam factory ran cheek by jowl with the camp,Metaphor
"although it seemed a long shot, she might as well look in there",Metaphor
This research attempts to break new ground,Metaphor
fly off the handle,Euphemism
love could move mountains,Metaphor
I could n't make head or tail of it,Metaphor
"advert upon advert falling on all ears in a quiet, busy murmur.",Literal
he made the rail a busted flush,Euphemism
I 've had to be a good liar myself to keep my head above water,Metaphor
They spent two days working around the clock typing it into a computer,Metaphor
She was sure that at some point she 'd given someone the cold shoulder and hurt them badly,Metaphor
"Barbel says the key to happiness is adapting to different situations and enjoying them equally, she 's having the time of her life",Metaphor
May is invariably a month when you have itchy feet,Metaphor
Premier John Major 's hopes of a victory are on a knife-edge,Metaphor
what constitutes ' regular use ' is still a bit of a grey area,Metaphor
Was this the time to circle the wagons and defend past traditions,Metaphor
things tend to go down the pan,Metaphor
that would place it on a collision course,Metaphor
thousands of bikers laughing fit to bust at thousand of rallies,Metaphor
ticks all over the green page give the game away,Metaphor
you can drop your guard and forget how difficult it was to give up smoking,Metaphor
I 'm not going to be sort of holier than thou about it,Metaphor
To cut to the chase : Arnold Schwarzenegger the man is the persona he plays,Metaphor
then again it does n't hurt to jump in at the deep end and see where you get,Euphemism
In the past I have been known to play the field a bit,Metaphor
cross the floor,Metaphor
you 'd fall head over heels for him,Metaphor
When death struck close to home it was not easy to accept such counsel,Metaphor
she held London in the palm of her hand,Metaphor
"classical macroeconomics jettisoned Keynesian ideas lock, stock and barrel",Metaphor
we 'll setttle for this while it 's up in the air,Metaphor
a safe bet,Metaphor
give or take a shilling,Metaphor
We 'll be going hell for leather to get that date at Old Trafford,Metaphor
We stand at the crossroads on this matter,Euphemism
perhaps the brothers had agreed to hedge their bets,Metaphor
A pregnant pause awaited his answer.,Personification
"Yeah, and pigs might fly.Kate 's voice was bitter.",Irony
"If that sounds like a counsel of perfection, it is not meant to be",Metaphor
Be prepared for your pet to struggle and froth at the mouth,Literal
"However, the same ca n't be said for Rachendra Pachauri, whose days are numbered over this glacier scandal and his ties major investment groups",Euphemism
"That task is normally in the hands of Stella and Bill Martin, whose absence compels me to step into the breach.",Metaphor
a man of action,Metaphor
leave them to steam after turning up the heat,Literal
We need a breath of fresh air in school inspections.,Metaphor
they usually come a cropper,Metaphor
equal commitment to keeping all of us in the black,Metaphor
"put a sock in it, she shouted",Metaphor
He 's following in the footsteps of others by throwing his weight behind drugs prevention.,Metaphor
"Competition climbing is laughable in this country, and is probably a dead duck anyway",Metaphor
"As a Water Company, we may have an axe to grind",Metaphor
"Liberal chums tell me that old, white, military men top the bill.",Metaphor
they should not stand on ceremony and overtly assert their authority,Metaphor
He 's been waiting to get even with you,Metaphor
God has not bestowed talent on me for me to dance attendance on a woman,Metaphor
they may play passive roles in the fortunes of war,Metaphor
The morning was sharp as a needle but bitterly cold.,Simile
its energy splutters ineffectually on the back burner,Metaphor
that really hit the mark too,Metaphor
Jude please help my sister jasmine and I by not letting us do time in jail,Euphemism
a similar setback will mean he has to go under the knife,Metaphor
"Karnstein appeared to feel that while she had to do her job -- by the book, of course -- she did n't have to like it.",Metaphor
"Laurentius, feel that the time is ripe to publish their findings and the conclusions which can be drawn from them.",Metaphor
instruct their members to down tools,Euphemism
she wanted finally to shut her eyes to the sorrows and miseries of the son,Metaphor
let bygones be bygones sort of,Metaphor
aptly described as a dialogue of the deaf,Metaphor
hearts and minds,Metaphor
she had put herself up to her neck in debt,Metaphor
